date,product,category,quantity_sold,initial_stock,wasted_quantity,price,promotion,day_of_week,month,is_weekend,is_summer,weather_effect
2025-09-23 04:07:02.979529,yaourt,dairy,29,42,13,10.541038111135009,0,1,9,0,0,-16.6152006226896
2025-09-23 04:07:02.979529,fromage,dairy,31,49,18,11.23214465285102,0,1,9,0,0,-24.716445001272895
2025-09-23 04:07:02.979529,steak_boeuf,meat,56,68,12,12.785602874615808,0,1,9,0,0,-7.968952554704768
2025-09-23 04:07:02.979529,poulet_frais,meat,36,49,13,8.32291594676767,0,1,9,0,0,-4.876062240724935
2025-09-23 04:07:02.979529,saumon,fish,42,55,13,6.277222011948706,0,1,9,0,0,-4.325581878196209
2025-09-23 04:07:02.979529,crevettes,fish,49,64,15,8.60974005559584,0,1,9,0,0,0.18418379189551698
2025-09-23 04:07:02.979529,tomates,produce,77,93,16,5.688678605199206,0,1,9,0,0,16.764373122752826
2025-09-23 04:07:02.979529,salade,produce,67,80,13,5.364108949137675,1,1,9,0,0,6.327818661062849
2025-09-23 04:07:02.979529,carottes,produce,66,77,11,13.274718914664492,0,1,9,0,0,22.706928578043957
2025-09-23 04:07:02.979529,pommes,produce,44,50,6,11.111535957502928,0,1,9,0,0,-2.6987493529337128
2025-09-23 04:07:02.979529,bananes,produce,45,55,10,5.839743909054873,0,1,9,0,0,-9.787637157823074
2025-09-22 04:07:02.979530,lait_frais,dairy,25,42,17,9.207217648235162,0,0,9,0,0,-17.787202489042787
2025-09-22 04:07:02.979530,yaourt,dairy,64,75,11,13.914991336482139,0,0,9,0,0,14.96044311489183
2025-09-22 04:07:02.979530,fromage,dairy,72,88,16,2.5853326417705738,0,0,9,0,0,18.820244964750337
2025-09-22 04:07:02.979530,steak_boeuf,meat,72,81,9,5.692761383042613,0,0,9,0,0,13.454200461549776
2025-09-22 04:07:02.979530,poulet_frais,meat,46,61,15,5.8573448265471875,0,0,9,0,0,-10.121043752601675
2025-09-22 04:07:02.979530,saumon,fish,38,47,9,3.4694178110871263,0,0,9,0,0,-16.548566718657693
2025-09-22 04:07:02.979530,crevettes,fish,47,58,11,10.289523208233948,0,0,9,0,0,-2.3093453020867796
2025-09-22 04:07:02.979530,tomates,produce,47,58,11,11.499446585588489,0,0,9,0,0,6.962063648134183
2025-09-22 04:07:02.979530,salade,produce,42,51,9,7.170678457135194,0,0,9,0,0,-0.32753270215998387
2025-09-22 04:07:02.979530,carottes,produce,42,49,7,14.245616469870859,0,0,9,0,0,-5.434247711337649
2025-09-22 04:07:02.979530,pommes,produce,35,41,6,10.224935186742119,0,0,9,0,0,-11.105758454658288
2025-09-22 04:07:02.979530,bananes,produce,61,67,6,4.334558934654171,0,0,9,0,0,17.52270443423623
2025-09-21 04:07:02.979532,lait_frais,dairy,81,90,9,3.8697801358214936,1,6,9,1,0,7.109599682034915
2025-09-21 04:07:02.979532,yaourt,dairy,64,69,5,1.371450854233476,0,6,9,1,0,4.4426331148603975
2025-09-21 04:07:02.979532,fromage,dairy,87,95,8,6.315693714341736,1,6,9,1,0,9.24027019206901
2025-09-21 04:07:02.979532,steak_boeuf,meat,65,74,9,7.105771407894434,0,6,9,1,0,-1.8490213644298903
2025-09-21 04:07:02.979532,poulet_frais,meat,90,103,13,1.3145703164816436,1,6,9,1,0,-0.37634702424848365
2025-09-21 04:07:02.979532,saumon,fish,71,78,7,12.689023315190187,0,6,9,1,0,11.033018820165214
2025-09-21 04:07:02.979532,crevettes,fish,58,68,10,12.616385251900823,0,6,9,1,0,1.9584525509768156
2025-09-21 04:07:02.979532,tomates,produce,48,59,11,10.310513443647576,0,6,9,1,0,-9.78372777615032
2025-09-21 04:07:02.979532,salade,produce,56,68,12,9.444129532529434,0,6,9,1,0,-6.248185776956788
2025-09-21 04:07:02.979532,carottes,produce,59,68,9,5.15970401872445,0,6,9,1,0,0.2609105021083379
2025-09-21 04:07:02.979532,pommes,produce,70,77,7,4.671696620197551,0,6,9,1,0,4.933179008808892
2025-09-21 04:07:02.979532,bananes,produce,68,79,11,11.792770852441507,0,6,9,1,0,1.848361236948739
2025-09-20 04:07:02.979533,lait_frais,dairy,54,63,9,12.467432447438796,0,5,9,1,0,-0.349884904969617
2025-09-20 04:07:02.979533,yaourt,dairy,89,100,11,2.282149026572878,0,5,9,1,0,17.7080063563551
2025-09-20 04:07:02.979533,fromage,dairy,76,86,10,11.251148409733856,0,5,9,1,0,-0.7443342910004629
2025-09-20 04:07:02.979533,steak_boeuf,meat,78,92,14,7.851949491003967,0,5,9,1,0,6.20672097550678
2025-09-20 04:07:02.979533,poulet_frais,meat,84,94,10,12.823691579490985,0,5,9,1,0,4.296182191325858
2025-09-20 04:07:02.979533,saumon,fish,63,74,11,2.6879364008819033,0,5,9,1,0,2.0768768716311117
2025-09-20 04:07:02.979533,crevettes,fish,64,72,8,12.07012430774549,0,5,9,1,0,12.557561255735209
2025-09-20 04:07:02.979533,tomates,produce,72,83,11,1.3416109417915323,1,5,9,1,0,-8.946073022195039
2025-09-20 04:07:02.979533,salade,produce,94,102,8,6.62703279052939,1,5,9,1,0,0.8228398927542419
2025-09-20 04:07:02.979533,carottes,produce,95,104,9,11.326152222244481,1,5,9,1,0,10.654803750653512
2025-09-20 04:07:02.979533,pommes,produce,45,52,7,1.2502350862677933,0,5,9,1,0,-13.44450511034277
2025-09-20 04:07:02.979533,bananes,produce,53,58,5,13.307656305870307,0,5,9,1,0,-9.186519464841982
2025-09-19 04:07:02.979534,lait_frais,dairy,73,84,11,8.17763915423112,1,4,9,0,0,-11.227220215622985
2025-09-19 04:07:02.979534,yaourt,dairy,47,54,7,5.901753628334221,0,4,9,0,0,3.824097461840506
2025-09-19 04:07:02.979534,fromage,dairy,59,66,7,8.51764192050779,1,4,9,0,0,-8.323555731042287
2025-09-19 04:07:02.979534,steak_boeuf,meat,56,70,14,2.8132088979592584,0,4,9,0,0,4.714155563864041
2025-09-19 04:07:02.979534,poulet_frais,meat,65,74,9,4.636552972644567,0,4,9,0,0,6.585442726728305
2025-09-19 04:07:02.979534,saumon,fish,75,82,7,2.0658320328642024,0,4,9,0,0,20.102045387663495
2025-09-19 04:07:02.979534,crevettes,fish,103,111,8,8.920247495941075,1,4,9,0,0,25.269324258736216
2025-09-19 04:07:02.979534,tomates,produce,39,50,11,13.142118813437232,0,4,9,0,0,-5.308687729203206
2025-09-19 04:07:02.979534,salade,produce,64,77,13,13.332190628784998,0,4,9,0,0,10.666746895891539
2025-09-19 04:07:02.979534,carottes,produce,90,96,6,11.409115588082509,1,4,9,0,0,11.692955904456728
2025-09-19 04:07:02.979534,pommes,produce,42,50,8,14.73660649238393,0,4,9,0,0,0.2874482293481749
2025-09-19 04:07:02.979534,bananes,produce,65,75,10,2.4977289435774175,0,4,9,0,0,12.784518626072988
2025-09-18 04:07:02.979535,lait_frais,dairy,55,71,16,14.121198821310315,0,3,9,0,0,-0.952955323869521
2025-09-18 04:07:02.979535,yaourt,dairy,56,68,12,9.150386442467825,0,3,9,0,0,2.7902152577033923
2025-09-18 04:07:02.979535,fromage,dairy,41,49,8,11.785703849309105,0,3,9,0,0,-5.589218472715883
2025-09-18 04:07:02.979535,steak_boeuf,meat,57,66,9,12.12733368249901,0,3,9,0,0,3.7721187506452085
2025-09-18 04:07:02.979535,poulet_frais,meat,56,62,6,14.210622882346385,0,3,9,0,0,2.4380071377119883
2025-09-18 04:07:02.979535,saumon,fish,42,51,9,4.219364482475207,0,3,9,0,0,-5.640786307367284
2025-09-18 04:07:02.979535,crevettes,fish,50,57,7,11.872355939084384,1,3,9,0,0,-12.51539424190444
2025-09-18 04:07:02.979535,tomates,produce,70,81,11,7.741312921175701,0,3,9,0,0,14.437646040732595
2025-09-18 04:07:02.979535,salade,produce,33,43,10,9.147599626801583,0,3,9,0,0,-6.7639230205926975
2025-09-18 04:07:02.979535,carottes,produce,63,72,9,2.014256429123824,0,3,9,0,0,18.009404329108158
2025-09-18 04:07:02.979535,pommes,produce,32,37,5,14.81327630574005,0,3,9,0,0,-15.839028234857233
2025-09-18 04:07:02.979535,bananes,produce,48,60,12,1.1367918638685712,0,3,9,0,0,7.604146561442974
2025-09-17 04:07:02.979536,lait_frais,dairy,43,47,4,2.858020556602845,0,2,9,0,0,-2.471773825205969
2025-09-17 04:07:02.979536,yaourt,dairy,64,71,7,2.4639497646816038,1,2,9,0,0,-6.819842479977986
2025-09-17 04:07:02.979536,fromage,dairy,53,67,14,12.224193162977086,0,2,9,0,0,0.5963036992017413
2025-09-17 04:07:02.979536,steak_boeuf,meat,40,55,15,12.442168779474912,0,2,9,0,0,-6.469367777055739
2025-09-17 04:07:02.979536,poulet_frais,meat,66,70,4,3.233625521584637,0,2,9,0,0,17.359638031652494
2025-09-17 04:07:02.979536,saumon,fish,80,88,8,12.055779099994709,1,2,9,0,0,1.9791078346264779
2025-09-17 04:07:02.979536,crevettes,fish,70,81,11,10.523195394038078,0,2,9,0,0,17.275431701007115
2025-09-17 04:07:02.979536,tomates,produce,41,51,10,11.180366976728312,0,2,9,0,0,4.363236696740321
2025-09-17 04:07:02.979536,salade,produce,62,73,11,11.15360724581191,1,2,9,0,0,-12.257656630023412
2025-09-17 04:07:02.979536,carottes,produce,55,64,9,9.292904600307072,1,2,9,0,0,-14.643748802098202
2025-09-17 04:07:02.979536,pommes,produce,76,82,6,13.726455289318974,0,2,9,0,0,14.765403497258959
2025-09-17 04:07:02.979536,bananes,produce,75,82,7,7.891889990272487,1,2,9,0,0,13.800913541474515
2025-09-16 04:07:02.979537,lait_frais,dairy,51,62,11,6.47514151312465,0,1,9,0,0,7.716987106483447
2025-09-16 04:07:02.979537,yaourt,dairy,42,50,8,2.8322312500568976,0,1,9,0,0,-28.485426206300755
2025-09-16 04:07:02.979537,fromage,dairy,44,57,13,4.481999816226819,0,1,9,0,0,0.7682189106025537
2025-09-16 04:07:02.979537,steak_boeuf,meat,39,45,6,11.309628210918968,0,1,9,0,0,-12.829922241885697
2025-09-16 04:07:02.979537,poulet_frais,meat,56,70,14,2.5668746715681903,0,1,9,0,0,3.8193545223155336
2025-09-16 04:07:02.979537,saumon,fish,49,65,16,2.709538796140375,0,1,9,0,0,4.3004164719106965
2025-09-16 04:07:02.979537,crevettes,fish,49,67,18,14.325364995925346,0,1,9,0,0,0.7863519031609059
2025-09-16 04:07:02.979537,tomates,produce,33,43,10,10.336099605645462,0,1,9,0,0,-19.982006845321077
2025-09-16 04:07:02.979537,salade,produce,52,57,5,7.212503070263996,0,1,9,0,0,11.081828167375164
2025-09-16 04:07:02.979537,carottes,produce,48,60,12,9.649861362816994,0,1,9,0,0,-10.39905927125531
2025-09-16 04:07:02.979537,pommes,produce,70,82,12,10.117261678580888,0,1,9,0,0,11.055259329579838
2025-09-16 04:07:02.979537,bananes,produce,71,80,9,11.95339677681583,1,1,9,0,0,11.870303055603802
2025-09-15 04:07:02.979538,lait_frais,dairy,48,57,9,2.682926775188518,0,0,9,0,0,-2.441566352906487
2025-09-15 04:07:02.979538,yaourt,dairy,60,69,9,10.73654089365807,0,0,9,0,0,9.640871682883573
2025-09-15 04:07:02.979538,fromage,dairy,41,53,12,7.488916613208013,0,0,9,0,0,-6.3896174768950225
2025-09-15 04:07:02.979538,steak_boeuf,meat,33,43,10,5.777469586766189,0,0,9,0,0,-13.230897934074983
2025-09-15 04:07:02.979538,poulet_frais,meat,57,72,15,13.978483627148293,0,0,9,0,0,10.225704320096403
2025-09-15 04:07:02.979538,saumon,fish,71,78,7,5.3020595089680125,0,0,9,0,0,24.39752406339273
2025-09-15 04:07:02.979538,crevettes,fish,66,74,8,2.706405306717266,0,0,9,0,0,9.18316606002313
2025-09-15 04:07:02.979538,tomates,produce,26,36,10,2.4962769233264135,0,0,9,0,0,-15.70500603623177
2025-09-15 04:07:02.979538,salade,produce,70,80,10,9.864119258316313,1,0,9,0,0,-0.19637798926681216
2025-09-15 04:07:02.979538,carottes,produce,91,105,14,3.968627758715173,1,0,9,0,0,5.524899544171477
2025-09-15 04:07:02.979538,pommes,produce,39,47,8,6.93233555108268,0,0,9,0,0,-12.438632353912851
2025-09-15 04:07:02.979538,bananes,produce,46,55,9,3.352198908428088,0,0,9,0,0,-6.929051977959073
2025-09-14 04:07:02.979539,lait_frais,dairy,68,79,11,8.65376377799698,0,6,9,1,0,-1.8528765887770828
2025-09-14 04:07:02.979539,yaourt,dairy,57,63,6,6.66046275346009,0,6,9,1,0,-1.2982069973342616
2025-09-14 04:07:02.979539,fromage,dairy,68,72,4,13.518672245297656,0,6,9,1,0,5.689830791852754
2025-09-14 04:07:02.979539,steak_boeuf,meat,74,83,9,8.266837072715784,0,6,9,1,0,16.28396623128538
2025-09-14 04:07:02.979539,poulet_frais,meat,74,85,11,5.540672543615258,1,6,9,1,0,2.337859117907477
2025-09-14 04:07:02.979539,saumon,fish,65,77,12,11.229107143349445,1,6,9,1,0,-15.558956462036273
2025-09-14 04:07:02.979539,crevettes,fish,69,81,12,8.501587582623138,0,6,9,1,0,5.583269125217224
2025-09-14 04:07:02.979539,tomates,produce,54,62,8,12.136299451056209,0,6,9,1,0,0.7600539141241149
2025-09-14 04:07:02.979539,salade,produce,87,103,16,12.788466121269899,1,6,9,1,0,-10.92312764672579
2025-09-14 04:07:02.979539,carottes,produce,61,74,13,12.564946823535397,0,6,9,1,0,-3.164084496948019
2025-09-14 04:07:02.979539,pommes,produce,63,79,16,5.27734034921233,0,6,9,1,0,-7.859894605079495
2025-09-14 04:07:02.979539,bananes,produce,49,63,14,14.028333005014828,0,6,9,1,0,-13.312329535577781
2025-09-13 04:07:02.979540,lait_frais,dairy,84,92,8,6.641722502712261,1,5,9,1,0,9.190764829877686
2025-09-13 04:07:02.979540,yaourt,dairy,54,67,13,13.068202751816717,0,5,9,1,0,-2.9027454418865135
2025-09-13 04:07:02.979540,fromage,dairy,90,100,10,3.0492358902714876,0,5,9,1,0,13.902075490173134
2025-09-13 04:07:02.979540,steak_boeuf,meat,67,76,9,8.085986079763417,0,5,9,1,0,5.578103063518622
2025-09-13 04:07:02.979540,poulet_frais,meat,51,62,11,1.8588947795493542,0,5,9,1,0,-12.096947428411076
2025-09-13 04:07:02.979540,saumon,fish,76,83,7,2.6993891519140045,0,5,9,1,0,5.999287299962045
2025-09-13 04:07:02.979540,crevettes,fish,57,68,11,9.734541708082938,0,5,9,1,0,-3.8817681854122874
2025-09-13 04:07:02.979540,tomates,produce,66,80,14,3.7247151654907107,0,5,9,1,0,1.704162223754877
2025-09-13 04:07:02.979540,salade,produce,67,77,10,4.6373849224304795,0,5,9,1,0,5.4146272820478805
2025-09-13 04:07:02.979540,carottes,produce,78,85,7,4.3768204063935805,0,5,9,1,0,7.591551603026469
2025-09-13 04:07:02.979540,pommes,produce,84,98,14,7.835375918304894,0,5,9,1,0,1.1958036841415325
2025-09-13 04:07:02.979540,bananes,produce,46,56,10,6.522667899980494,0,5,9,1,0,-9.730689408815556
2025-09-12 04:07:02.979541,lait_frais,dairy,42,51,9,12.772202111962917,0,4,9,0,0,-6.690727386599166
2025-09-12 04:07:02.979541,yaourt,dairy,59,70,11,8.257712307232858,0,4,9,0,0,10.399046873960764
2025-09-12 04:07:02.979541,fromage,dairy,61,66,5,2.009180703981427,0,4,9,0,0,20.13387247526623
2025-09-12 04:07:02.979541,steak_boeuf,meat,58,70,12,5.151498138027173,1,4,9,0,0,1.3653533108273743
2025-09-12 04:07:02.979541,poulet_frais,meat,36,41,5,11.701217271104303,0,4,9,0,0,-10.469109826819397
2025-09-12 04:07:02.979541,saumon,fish,50,69,19,11.76912406973387,0,4,9,0,0,5.366527525272861
2025-09-12 04:07:02.979541,crevettes,fish,49,62,13,8.424229865488217,0,4,9,0,0,-3.2267983884213574
2025-09-12 04:07:02.979541,tomates,produce,74,85,11,11.473024512013449,1,4,9,0,0,-2.5083301645504736
2025-09-12 04:07:02.979541,salade,produce,73,80,7,7.049076361218744,1,4,9,0,0,-3.6495272954288533
2025-09-12 04:07:02.979541,carottes,produce,60,67,7,3.7645868580391224,1,4,9,0,0,-8.392096673390064
2025-09-12 04:07:02.979541,pommes,produce,88,95,7,7.44755296183796,1,4,9,0,0,8.604734883597454
2025-09-12 04:07:02.979541,bananes,produce,52,63,11,8.630376864557137,0,4,9,0,0,-5.830774385689384
2025-09-11 04:07:02.979542,lait_frais,dairy,56,63,7,12.7698423921568,1,3,9,0,0,3.9968795175264162
2025-09-11 04:07:02.979542,yaourt,dairy,48,58,10,8.910307900026226,0,3,9,0,0,-6.51356893791829
2025-09-11 04:07:02.979542,fromage,dairy,66,76,10,4.4535041033027225,0,3,9,0,0,12.897527540827456
2025-09-11 04:07:02.979542,steak_boeuf,meat,65,72,7,11.262998144415448,1,3,9,0,0,6.731813512699584
2025-09-11 04:07:02.979542,poulet_frais,meat,63,72,9,3.0844327046542253,0,3,9,0,0,11.96631486645651
2025-09-11 04:07:02.979542,saumon,fish,59,68,9,11.108993134838318,1,3,9,0,0,-6.097829043193822
2025-09-11 04:07:02.979542,crevettes,fish,45,54,9,2.3018689575238502,0,3,9,0,0,-14.183657329330316
2025-09-11 04:07:02.979542,tomates,produce,34,38,4,8.860784231433332,0,3,9,0,0,-17.60808811980776
2025-09-11 04:07:02.979542,salade,produce,61,74,13,2.078815907880636,0,3,9,0,0,10.240625258114624
2025-09-11 04:07:02.979542,carottes,produce,40,50,10,3.0643353738879755,0,3,9,0,0,5.9252694920118305
2025-09-11 04:07:02.979542,pommes,produce,45,61,16,6.897472746117008,0,3,9,0,0,-0.8268068584269925
2025-09-11 04:07:02.979542,bananes,produce,51,60,9,6.373661327062616,0,3,9,0,0,-1.2174750838328354
2025-09-10 04:07:02.979543,lait_frais,dairy,46,60,14,8.253102727343416,0,2,9,0,0,-4.888494217862741
2025-09-10 04:07:02.979543,yaourt,dairy,34,43,9,12.78706993508532,0,2,9,0,0,-11.196174332890113
2025-09-10 04:07:02.979543,fromage,dairy,31,41,10,11.213115201133554,0,2,9,0,0,-11.69916835710288
